0 aciertos,0
1 aciertos,0
2 aciertos,0
3 aciertos,0
4 aciertos,0
5 aciertos,0
6 aciertos,0
7 aciertos,0
8 aciertos,0
9 aciertos,0
10 aciertos,0
11 aciertos,0
12 aciertos,0
13 aciertos,0
14 aciertos,0
15 aciertos,0
16 aciertos,0
17 aciertos,0
18 aciertos,0
19 aciertos,0
20 aciertos,0
21 aciertos,0
22 aciertos,1
23 aciertos,1
24 aciertos,2
25 aciertos,1
26 aciertos,1
27 aciertos,4
28 aciertos,6
29 aciertos,0
30 aciertos,3
31 aciertos,9
32 aciertos,4
33 aciertos,15
34 aciertos,12
35 aciertos,14
36 aciertos,12
37 aciertos,14
38 aciertos,23
39 aciertos,25
40 aciertos,26
41 aciertos,28
42 aciertos,25
43 aciertos,24
44 aciertos,29
45 aciertos,23
46 aciertos,28
47 aciertos,29
48 aciertos,33
49 aciertos,30
50 aciertos,21
51 aciertos,23
52 aciertos,28
53 aciertos,23
54 aciertos,28
55 aciertos,24
56 aciertos,26
57 aciertos,26
58 aciertos,28
59 aciertos,15
60 aciertos,13
61 aciertos,18
62 aciertos,26
63 aciertos,25
64 aciertos,14
65 aciertos,19
66 aciertos,12
67 aciertos,15
68 aciertos,23
69 aciertos,12
70 aciertos,10
71 aciertos,14
72 aciertos,10
73 aciertos,10
74 aciertos,18
75 aciertos,13
76 aciertos,14
77 aciertos,10
78 aciertos,8
79 aciertos,6
80 aciertos,13
81 aciertos,8
82 aciertos,10
83 aciertos,10
84 aciertos,6
85 aciertos,6
86 aciertos,6
87 aciertos,6
88 aciertos,5
89 aciertos,6
90 aciertos,5
91 aciertos,8
92 aciertos,13
93 aciertos,5
94 aciertos,7
95 aciertos,6
96 aciertos,6
97 aciertos,6
98 aciertos,8
99 aciertos,4
100 aciertos,3
101 aciertos,2
102 aciertos,10
103 aciertos,2
104 aciertos,5
105 aciertos,8
106 aciertos,6
107 aciertos,3
108 aciertos,3
109 aciertos,2
110 aciertos,2
111 aciertos,1
112 aciertos,2
113 aciertos,2
114 aciertos,1
115 aciertos,1
116 aciertos,0
117 aciertos,1
118 aciertos,0
119 aciertos,1
120 aciertos,0
