0 aciertos,0
1 aciertos,0
2 aciertos,0
3 aciertos,0
4 aciertos,0
5 aciertos,0
6 aciertos,0
7 aciertos,0
8 aciertos,0
9 aciertos,0
10 aciertos,0
11 aciertos,0
12 aciertos,0
13 aciertos,0
14 aciertos,0
15 aciertos,0
16 aciertos,0
17 aciertos,0
18 aciertos,0
19 aciertos,0
20 aciertos,0
21 aciertos,1
22 aciertos,1
23 aciertos,1
24 aciertos,3
25 aciertos,2
26 aciertos,3
27 aciertos,3
28 aciertos,2
29 aciertos,7
30 aciertos,7
31 aciertos,5
32 aciertos,7
33 aciertos,11
34 aciertos,8
35 aciertos,18
36 aciertos,20
37 aciertos,17
38 aciertos,18
39 aciertos,13
40 aciertos,15
41 aciertos,10
42 aciertos,14
43 aciertos,13
44 aciertos,19
45 aciertos,12
46 aciertos,16
47 aciertos,13
48 aciertos,10
49 aciertos,12
50 aciertos,7
51 aciertos,11
52 aciertos,15
53 aciertos,10
54 aciertos,8
55 aciertos,16
56 aciertos,15
57 aciertos,12
58 aciertos,4
59 aciertos,12
60 aciertos,4
61 aciertos,11
62 aciertos,14
63 aciertos,4
64 aciertos,13
65 aciertos,8
66 aciertos,13
67 aciertos,5
68 aciertos,7
69 aciertos,5
70 aciertos,8
71 aciertos,2
72 aciertos,2
73 aciertos,10
74 aciertos,2
75 aciertos,8
76 aciertos,9
77 aciertos,13
78 aciertos,7
79 aciertos,6
80 aciertos,6
81 aciertos,14
82 aciertos,1
83 aciertos,3
84 aciertos,7
85 aciertos,4
86 aciertos,7
87 aciertos,8
88 aciertos,6
89 aciertos,4
90 aciertos,5
91 aciertos,7
92 aciertos,6
93 aciertos,3
94 aciertos,3
95 aciertos,6
96 aciertos,3
97 aciertos,7
98 aciertos,2
99 aciertos,5
100 aciertos,6
101 aciertos,4
102 aciertos,3
103 aciertos,3
104 aciertos,4
105 aciertos,3
106 aciertos,2
107 aciertos,6
108 aciertos,5
109 aciertos,2
110 aciertos,1
111 aciertos,2
112 aciertos,2
113 aciertos,1
114 aciertos,6
115 aciertos,1
116 aciertos,2
117 aciertos,2
118 aciertos,0
119 aciertos,1
120 aciertos,0
