0 aciertos,0
1 aciertos,0
2 aciertos,0
3 aciertos,0
4 aciertos,0
5 aciertos,0
6 aciertos,0
7 aciertos,0
8 aciertos,0
9 aciertos,0
10 aciertos,0
11 aciertos,0
12 aciertos,0
13 aciertos,0
14 aciertos,0
15 aciertos,0
16 aciertos,0
17 aciertos,0
18 aciertos,0
19 aciertos,0
20 aciertos,0
21 aciertos,1
22 aciertos,0
23 aciertos,0
24 aciertos,0
25 aciertos,1
26 aciertos,1
27 aciertos,1
28 aciertos,0
29 aciertos,2
30 aciertos,6
31 aciertos,5
32 aciertos,9
33 aciertos,5
34 aciertos,11
35 aciertos,7
36 aciertos,7
37 aciertos,9
38 aciertos,13
39 aciertos,9
40 aciertos,14
41 aciertos,14
42 aciertos,21
43 aciertos,15
44 aciertos,21
45 aciertos,20
46 aciertos,18
47 aciertos,19
48 aciertos,14
49 aciertos,18
50 aciertos,20
51 aciertos,25
52 aciertos,18
53 aciertos,30
54 aciertos,26
55 aciertos,14
56 aciertos,16
57 aciertos,16
58 aciertos,14
59 aciertos,26
60 aciertos,18
61 aciertos,23
62 aciertos,20
63 aciertos,25
64 aciertos,31
65 aciertos,28
66 aciertos,17
67 aciertos,21
68 aciertos,21
69 aciertos,22
70 aciertos,10
71 aciertos,19
72 aciertos,19
73 aciertos,24
74 aciertos,16
75 aciertos,18
76 aciertos,19
77 aciertos,21
78 aciertos,19
79 aciertos,19
80 aciertos,15
81 aciertos,14
82 aciertos,18
83 aciertos,15
84 aciertos,12
85 aciertos,10
86 aciertos,13
87 aciertos,14
88 aciertos,12
89 aciertos,12
90 aciertos,6
91 aciertos,11
92 aciertos,14
93 aciertos,11
94 aciertos,13
95 aciertos,10
96 aciertos,10
97 aciertos,14
98 aciertos,6
99 aciertos,9
100 aciertos,8
101 aciertos,10
102 aciertos,4
103 aciertos,10
104 aciertos,5
105 aciertos,7
106 aciertos,8
107 aciertos,7
108 aciertos,7
109 aciertos,6
110 aciertos,4
111 aciertos,4
112 aciertos,5
113 aciertos,7
114 aciertos,5
115 aciertos,6
116 aciertos,1
117 aciertos,1
118 aciertos,1
119 aciertos,0
120 aciertos,0
