0 aciertos,0
1 aciertos,0
2 aciertos,0
3 aciertos,0
4 aciertos,0
5 aciertos,0
6 aciertos,0
7 aciertos,0
8 aciertos,0
9 aciertos,0
10 aciertos,0
11 aciertos,0
12 aciertos,0
13 aciertos,0
14 aciertos,0
15 aciertos,0
16 aciertos,0
17 aciertos,0
18 aciertos,0
19 aciertos,0
20 aciertos,0
21 aciertos,0
22 aciertos,0
23 aciertos,1
24 aciertos,0
25 aciertos,4
26 aciertos,6
27 aciertos,7
28 aciertos,7
29 aciertos,7
30 aciertos,2
31 aciertos,8
32 aciertos,12
33 aciertos,11
34 aciertos,16
35 aciertos,6
36 aciertos,12
37 aciertos,13
38 aciertos,18
39 aciertos,12
40 aciertos,17
41 aciertos,20
42 aciertos,19
43 aciertos,15
44 aciertos,18
45 aciertos,16
46 aciertos,21
47 aciertos,16
48 aciertos,17
49 aciertos,19
50 aciertos,17
51 aciertos,17
52 aciertos,17
53 aciertos,12
54 aciertos,14
55 aciertos,15
56 aciertos,10
57 aciertos,14
58 aciertos,8
59 aciertos,6
60 aciertos,6
61 aciertos,8
62 aciertos,11
63 aciertos,6
64 aciertos,3
65 aciertos,7
66 aciertos,6
67 aciertos,10
68 aciertos,6
69 aciertos,4
70 aciertos,7
71 aciertos,5
72 aciertos,5
73 aciertos,2
74 aciertos,6
75 aciertos,2
76 aciertos,2
77 aciertos,3
78 aciertos,5
79 aciertos,3
80 aciertos,8
81 aciertos,0
82 aciertos,2
83 aciertos,4
84 aciertos,3
85 aciertos,5
86 aciertos,6
87 aciertos,2
88 aciertos,0
89 aciertos,4
90 aciertos,1
91 aciertos,0
92 aciertos,0
93 aciertos,1
94 aciertos,0
95 aciertos,0
96 aciertos,0
97 aciertos,2
98 aciertos,0
99 aciertos,0
100 aciertos,1
101 aciertos,0
102 aciertos,0
103 aciertos,1
104 aciertos,0
105 aciertos,1
106 aciertos,0
107 aciertos,0
108 aciertos,0
109 aciertos,1
110 aciertos,2
111 aciertos,0
112 aciertos,0
113 aciertos,0
114 aciertos,0
115 aciertos,0
116 aciertos,0
117 aciertos,0
118 aciertos,0
119 aciertos,0
120 aciertos,0
